"pickup_datetime","dropoff_datetime","pickup_latitude","pickup_longitude","dropoff_latitude","dropoff_longitude","passenger_count","total_amount","payment_type","rate_code"
"2021-01-01 11:18:34","2021-01-01 11:25:09",223005.98840944972,997817.9196611019,224356.21221165065,993789.0096985319,1.0,12.88,1.0,1.0
"2021-01-01 11:01:31","2021-01-01 11:05:49",223005.98840944972,997817.9196611019,224356.21221165065,993789.0096985319,1.0,10.56,1.0,1.0
"2021-01-01 11:27:23","2021-01-01 11:34:06",223005.98840944972,997817.9196611019,224356.21221165065,993789.0096985319,3.0,9.8,2.0,1.0
"2021-01-01 11:49:17","2021-01-01 11:52:39",223005.98840944972,997817.9196611019,224356.21221165065,993789.0096985319,1.0,10.38,1.0,1.0
"2021-01-01 12:08:07","2021-01-01 12:13:24",223005.98840944972,997817.9196611019,224356.21221165065,993789.0096985319,1.0,8.3,2.0,1.0
"2021-01-01 14:19:13","2021-01-01 14:25:05",223005.98840944972,997817.9196611019,224356.21221165065,993789.0096985319,1.0,11.62,1.0,1.0
"2021-01-01 15:39:43","2021-01-01 15:45:58",223005.98840944972,997817.9196611019,224356.21221165065,993789.0096985319,1.0,10.3,2.0,1.0
"2021-01-01 15:37:05","2021-01-01 15:43:09",223005.98840944972,997817.9196611019,224356.21221165065,993789.0096985319,2.0,12.36,1.0,1.0
"2021-01-01 16:07:39","2021-01-01 16:17:41",223005.98840944972,997817.9196611019,224356.21221165065,993789.0096985319,1.0,11.8,2.0,1.0
"2021-01-01 17:08:48","2021-01-01 17:17:44",223005.98840944972,997817.9196611019,224356.21221165065,993789.0096985319,1.0,13.3,1.0,1.0
"2021-01-01 10:38:49","2021-01-01 10:48:31",212002.89303566894,988362.833435725,224356.21221165065,993789.0096985319,1.0,13.8,2.0,1.0
"2021-01-01 12:43:29","2021-01-01 12:50:13",212002.89303566894,988362.833435725,224356.21221165065,993789.0096985319,4.0,12.6,1.0,1.0
"2021-01-01 14:04:20","2021-01-01 14:14:58",212002.89303566894,988362.833435725,224356.21221165065,993789.0096985319,1.0,12.3,2.0,1.0
"2021-01-01 15:19:25","2021-01-01 15:27:22",212002.89303566894,988362.833435725,224356.21221165065,993789.0096985319,4.0,13.56,1.0,1.0
"2021-01-01 14:20:21","2021-01-01 14:27:30",218437.82028573466,985597.5343919232,224356.21221165065,993789.0096985319,1.0,13.56,1.0,1.0
"2021-01-01 21:05:39","2021-01-01 21:14:07",218437.82028573466,985597.5343919232,224356.21221165065,993789.0096985319,1.0,14.76,1.0,1.0
"2021-01-01 00:17:40","2021-01-01 00:22:23",223613.7535760244,996155.3867656847,224356.21221165065,993789.0096985319,1.0,11.3,1.0,1.0
"2021-01-01 06:58:22","2021-01-01 07:03:13",223613.7535760244,996155.3867656847,224356.21221165065,993789.0096985319,4.0,9.8,2.0,1.0
"2021-01-01 06:56:39","2021-01-01 06:59:01",223613.7535760244,996155.3867656847,224356.21221165065,993789.0096985319,1.0,8.3,1.0,1.0
"2021-01-01 08:37:20","2021-01-01 08:40:34",223613.7535760244,996155.3867656847,224356.21221165065,993789.0096985319,1.0,6.95,1.0,1.0
"2021-01-01 10:39:20","2021-01-01 10:46:07",223613.7535760244,996155.3867656847,224356.21221165065,993789.0096985319,2.0,14.69,1.0,1.0
"2021-01-01 10:13:36","2021-01-01 10:19:32",223613.7535760244,996155.3867656847,224356.21221165065,993789.0096985319,1.0,13.56,1.0,1.0
"2021-01-01 11:04:46","2021-01-01 11:10:37",223613.7535760244,996155.3867656847,224356.21221165065,993789.0096985319,2.0,12.95,1.0,1.0
"2021-01-01 11:58:33","2021-01-01 12:06:07",223613.7535760244,996155.3867656847,224356.21221165065,993789.0096985319,2.0,12.95,1.0,1.0
"2021-01-01 11:22:10","2021-01-01 11:27:27",223613.7535760244,996155.3867656847,224356.21221165065,993789.0096985319,1.0,9.8,2.0,1.0
"2021-01-01 12:36:45","2021-01-01 12:45:01",223613.7535760244,996155.3867656847,224356.21221165065,993789.0096985319,1.0,14.16,1.0,1.0
"2021-01-01 15:31:26","2021-01-01 15:38:31",223613.7535760244,996155.3867656847,224356.21221165065,993789.0096985319,3.0,13.39,1.0,1.0
"2021-01-01 16:26:20","2021-01-01 16:28:46",223613.7535760244,996155.3867656847,224356.21221165065,993789.0096985319,1.0,8.8,1.0,1.0
"2021-01-01 17:42:37","2021-01-01 17:48:59",223613.7535760244,996155.3867656847,224356.21221165065,993789.0096985319,1.0,11.8,1.0,1.0
"2021-01-01 18:01:42","2021-01-01 18:10:26",223613.7535760244,996155.3867656847,224356.21221165065,993789.0096985319,1.0,14.65,1.0,1.0
"2021-01-01 19:47:41","2021-01-01 19:52:55",223613.7535760244,996155.3867656847,224356.21221165065,993789.0096985319,1.0,13.3,1.0,1.0
"2021-01-01 22:55:00","2021-01-01 23:00:00",223613.7535760244,996155.3867656847,224356.21221165065,993789.0096985319,"",12.4,"",""
"2021-01-01 01:10:42","2021-01-01 01:14:56",224895.87216479488,990167.4982917221,224356.21221165065,993789.0096985319,3.0,10.56,1.0,1.0
"2021-01-01 08:01:54","2021-01-01 08:08:55",224895.87216479488,990167.4982917221,224356.21221165065,993789.0096985319,1.0,10.8,2.0,1.0
"2021-01-01 09:52:42","2021-01-01 09:57:49",224895.87216479488,990167.4982917221,224356.21221165065,993789.0096985319,6.0,12.36,1.0,1.0
"2021-01-01 11:14:44","2021-01-01 11:19:51",224895.87216479488,990167.4982917221,224356.21221165065,993789.0096985319,1.0,9.8,2.0,1.0
"2021-01-01 11:21:19","2021-01-01 11:28:51",224895.87216479488,990167.4982917221,224356.21221165065,993789.0096985319,1.0,13.8,1.0,1.0
"2021-01-01 12:49:08","2021-01-01 12:57:25",224895.87216479488,990167.4982917221,224356.21221165065,993789.0096985319,1.0,13.56,1.0,1.0
"2021-01-01 13:05:06","2021-01-01 13:08:35",224895.87216479488,990167.4982917221,224356.21221165065,993789.0096985319,0.0,10.55,1.0,1.0
"2021-01-01 14:13:14","2021-01-01 14:18:36",224895.87216479488,990167.4982917221,224356.21221165065,993789.0096985319,1.0,9.8,2.0,1.0
"2021-01-01 14:38:57","2021-01-01 14:46:47",224895.87216479488,990167.4982917221,224356.21221165065,993789.0096985319,1.0,13.0,1.0,1.0
"2021-01-01 14:03:33","2021-01-01 14:09:48",224895.87216479488,990167.4982917221,224356.21221165065,993789.0096985319,1.0,12.36,1.0,1.0
"2021-01-01 14:49:36","2021-01-01 14:55:30",224895.87216479488,990167.4982917221,224356.21221165065,993789.0096985319,2.0,11.76,1.0,1.0
"2021-01-01 15:05:44","2021-01-01 15:15:10",224895.87216479488,990167.4982917221,224356.21221165065,993789.0096985319,1.0,12.8,2.0,1.0
"2021-01-01 16:07:09","2021-01-01 16:12:57",224895.87216479488,990167.4982917221,224356.21221165065,993789.0096985319,2.0,11.76,1.0,1.0
"2021-01-01 16:28:24","2021-01-01 16:33:02",224895.87216479488,990167.4982917221,224356.21221165065,993789.0096985319,1.0,13.5,1.0,1.0
"2021-01-01 17:59:15","2021-01-01 18:07:05",224895.87216479488,990167.4982917221,224356.21221165065,993789.0096985319,6.0,10.8,2.0,1.0
"2021-01-01 18:04:51","2021-01-01 18:07:20",224895.87216479488,990167.4982917221,224356.21221165065,993789.0096985319,2.0,8.8,1.0,1.0
"2021-01-01 10:39:46","2021-01-01 10:46:59",229997.64462554798,993063.3768608607,224356.21221165065,993789.0096985319,1.0,9.36,1.0,1.0
"2021-01-01 11:34:49","2021-01-01 11:47:43",229997.64462554798,993063.3768608607,224356.21221165065,993789.0096985319,4.0,18.35,1.0,1.0
"2021-01-01 13:50:00","2021-01-01 13:56:33",229997.64462554798,993063.3768608607,224356.21221165065,993789.0096985319,1.0,8.97,1.0,1.0
"2021-01-01 15:26:39","2021-01-01 15:32:57",229997.64462554798,993063.3768608607,224356.21221165065,993789.0096985319,1.0,9.3,1.0,1.0
"2021-01-01 01:42:56","2021-01-01 01:51:17",207721.84599820204,988669.5907152938,224356.21221165065,993789.0096985319,1.0,16.8,1.0,1.0
"2021-01-01 00:39:08","2021-01-01 00:47:31",216986.07003374878,987063.1857021254,224356.21221165065,993789.0096985319,1.0,15.96,1.0,1.0
"2021-01-01 07:41:07","2021-01-01 07:45:49",216986.07003374878,987063.1857021254,224356.21221165065,993789.0096985319,1.0,9.8,2.0,1.0
"2021-01-01 19:47:30","2021-01-01 19:51:28",216986.07003374878,987063.1857021254,224356.21221165065,993789.0096985319,2.0,10.38,1.0,1.0
"2021-01-01 11:47:00","2021-01-01 11:54:00",216986.07003374878,987063.1857021254,224356.21221165065,993789.0096985319,"",13.78,"",""
"2021-01-01 00:06:24","2021-01-01 00:23:40",202959.7823911368,990633.9806410479,224356.21221165065,993789.0096985319,1.0,22.8,1.0,1.0
"2021-01-01 09:19:35","2021-01-01 09:27:31",214975.36687718582,993906.1723071609,224356.21221165065,993789.0096985319,1.0,12.3,2.0,1.0
"2021-01-01 11:13:51","2021-01-01 11:22:25",214975.36687718582,993906.1723071609,224356.21221165065,993789.0096985319,1.0,14.16,1.0,1.0
"2021-01-01 14:18:58","2021-01-01 14:28:29",214975.36687718582,993906.1723071609,224356.21221165065,993789.0096985319,1.0,15.96,1.0,1.0
"2021-01-01 14:56:53","2021-01-01 15:05:56",214975.36687718582,993906.1723071609,224356.21221165065,993789.0096985319,1.0,13.56,1.0,1.0
"2021-01-01 14:16:09","2021-01-01 14:22:59",214975.36687718582,993906.1723071609,224356.21221165065,993789.0096985319,1.0,9.8,2.0,1.0
"2021-01-01 16:44:19","2021-01-01 16:51:37",214975.36687718582,993906.1723071609,224356.21221165065,993789.0096985319,1.0,12.3,1.0,1.0
"2021-01-01 16:36:17","2021-01-01 16:45:48",214975.36687718582,993906.1723071609,224356.21221165065,993789.0096985319,2.0,17.88,1.0,1.0
"2021-01-01 19:05:37","2021-01-01 19:14:43",214975.36687718582,993906.1723071609,224356.21221165065,993789.0096985319,1.0,14.76,1.0,1.0
"2021-01-01 00:58:03","2021-01-01 01:08:24",209039.3538898732,990763.615736023,224356.21221165065,993789.0096985319,1.0,13.8,2.0,1.0
"2021-01-01 13:32:20","2021-01-01 13:39:41",209039.3538898732,990763.615736023,224356.21221165065,993789.0096985319,1.0,12.3,1.0,1.0
"2021-01-01 13:53:59","2021-01-01 14:13:04",209039.3538898732,990763.615736023,224356.21221165065,993789.0096985319,1.0,23.3,2.0,1.0
"2021-01-01 14:12:35","2021-01-01 14:24:05",209039.3538898732,990763.615736023,224356.21221165065,993789.0096985319,1.0,19.2,1.0,1.0
"2021-01-01 16:10:53","2021-01-01 16:27:59",209039.3538898732,990763.615736023,224356.21221165065,993789.0096985319,2.0,24.96,1.0,1.0
"2021-01-01 10:30:47","2021-01-01 10:49:59",204630.6079875288,984976.1217439739,224356.21221165065,993789.0096985319,1.0,19.8,2.0,1.0
"2021-01-01 12:22:14","2021-01-01 12:31:12",213801.8903360138,987356.7624025445,224356.21221165065,993789.0096985319,2.0,14.76,1.0,1.0
"2021-01-01 12:25:12","2021-01-01 12:34:44",213801.8903360138,987356.7624025445,224356.21221165065,993789.0096985319,1.0,13.8,2.0,1.0
"2021-01-01 12:46:46","2021-01-01 12:57:27",213801.8903360138,987356.7624025445,224356.21221165065,993789.0096985319,1.0,13.3,2.0,1.0
"2021-01-01 12:45:15","2021-01-01 12:55:08",213801.8903360138,987356.7624025445,224356.21221165065,993789.0096985319,2.0,14.3,1.0,1.0
"2021-01-01 15:26:13","2021-01-01 15:33:01",213801.8903360138,987356.7624025445,224356.21221165065,993789.0096985319,6.0,12.3,1.0,1.0
"2021-01-01 15:51:09","2021-01-01 15:57:35",213801.8903360138,987356.7624025445,224356.21221165065,993789.0096985319,1.0,10.41,1.0,1.0
"2021-01-01 00:37:24","2021-01-01 00:46:08",218166.4343533099,996787.6630546569,224356.21221165065,993789.0096985319,1.0,14.76,1.0,1.0
"2021-01-01 06:57:57","2021-01-01 07:05:30",218166.4343533099,996787.6630546569,224356.21221165065,993789.0096985319,1.0,15.8,1.0,1.0
"2021-01-01 08:17:58","2021-01-01 08:27:54",218166.4343533099,996787.6630546569,224356.21221165065,993789.0096985319,1.0,14.16,1.0,1.0
"2021-01-01 12:15:54","2021-01-01 12:22:22",218166.4343533099,996787.6630546569,224356.21221165065,993789.0096985319,1.0,10.8,2.0,1.0
"2021-01-01 18:01:30","2021-01-01 18:11:52",218166.4343533099,996787.6630546569,224356.21221165065,993789.0096985319,1.0,13.3,2.0,1.0
"2021-01-01 10:57:11","2021-01-01 11:08:06",211701.31597992923,990209.6000586881,224356.21221165065,993789.0096985319,2.0,14.3,1.0,1.0
"2021-01-01 13:14:26","2021-01-01 13:22:42",211701.31597992923,990209.6000586881,224356.21221165065,993789.0096985319,1.0,13.57,1.0,1.0
"2021-01-01 13:16:30","2021-01-01 13:25:16",211701.31597992923,990209.6000586881,224356.21221165065,993789.0096985319,1.0,14.72,1.0,1.0
"2021-01-01 14:21:50","2021-01-01 14:30:51",211701.31597992923,990209.6000586881,224356.21221165065,993789.0096985319,2.0,14.3,1.0,1.0
"2021-01-01 14:33:05","2021-01-01 14:44:09",211701.31597992923,990209.6000586881,224356.21221165065,993789.0096985319,1.0,12.3,2.0,1.0
"2021-01-01 14:37:44","2021-01-01 14:52:28",211701.31597992923,990209.6000586881,224356.21221165065,993789.0096985319,1.0,17.9,1.0,1.0
"2021-01-01 23:00:19","2021-01-01 23:10:11",211701.31597992923,990209.6000586881,224356.21221165065,993789.0096985319,1.0,17.0,1.0,1.0
"2021-01-01 06:25:27","2021-01-01 06:31:09",211974.4462185665,986345.3986004688,224356.21221165065,993789.0096985319,1.0,10.8,2.0,1.0
"2021-01-01 11:25:33","2021-01-01 11:38:26",211974.4462185665,986345.3986004688,224356.21221165065,993789.0096985319,1.0,16.3,2.0,1.0
"2021-01-01 12:49:44","2021-01-01 12:54:40",211974.4462185665,986345.3986004688,224356.21221165065,993789.0096985319,1.0,11.75,1.0,1.0
"2021-01-01 12:00:31","2021-01-01 12:04:39",211974.4462185665,986345.3986004688,224356.21221165065,993789.0096985319,1.0,10.3,2.0,1.0
"2021-01-01 01:36:55","2021-01-01 01:56:13",199673.27702499644,988955.8875201414,224356.21221165065,993789.0096985319,1.0,32.16,1.0,1.0
"2021-01-01 00:44:27","2021-01-01 00:52:49",218699.1927268597,995431.1975186545,224356.21221165065,993789.0096985319,1.0,11.8,2.0,1.0
"2021-01-01 05:40:04","2021-01-01 05:45:22",218699.1927268597,995431.1975186545,224356.21221165065,993789.0096985319,1.0,13.39,1.0,1.0
"2021-01-01 07:08:07","2021-01-01 07:17:24",218699.1927268597,995431.1975186545,224356.21221165065,993789.0096985319,2.0,14.76,1.0,1.0
"2021-01-01 10:54:47","2021-01-01 10:58:56",218699.1927268597,995431.1975186545,224356.21221165065,993789.0096985319,1.0,9.36,1.0,1.0
"2021-01-01 11:53:13","2021-01-01 11:58:56",218699.1927268597,995431.1975186545,224356.21221165065,993789.0096985319,1.0,10.3,1.0,1.0
"2021-01-01 13:11:03","2021-01-01 13:18:19",218699.1927268597,995431.1975186545,224356.21221165065,993789.0096985319,5.0,14.8,1.0,1.0
"2021-01-01 14:42:51","2021-01-01 14:49:07",218699.1927268597,995431.1975186545,224356.21221165065,993789.0096985319,1.0,11.76,1.0,1.0
"2021-01-01 14:18:04","2021-01-01 14:21:53",218699.1927268597,995431.1975186545,224356.21221165065,993789.0096985319,1.0,7.8,2.0,1.0
"2021-01-01 15:17:37","2021-01-01 15:23:08",218699.1927268597,995431.1975186545,224356.21221165065,993789.0096985319,1.0,8.8,1.0,1.0
"2021-01-01 15:09:14","2021-01-01 15:15:02",218699.1927268597,995431.1975186545,224356.21221165065,993789.0096985319,1.0,10.7,1.0,1.0
"2021-01-01 16:48:27","2021-01-01 16:54:20",218699.1927268597,995431.1975186545,224356.21221165065,993789.0096985319,1.0,12.7,1.0,1.0
"2021-01-01 07:37:36","2021-01-01 07:45:17",206174.92383447656,985828.421266087,224356.21221165065,993789.0096985319,1.0,15.99,1.0,1.0
"2021-01-01 10:36:28","2021-01-01 10:48:22",206174.92383447656,985828.421266087,224356.21221165065,993789.0096985319,5.0,18.96,1.0,1.0
"2021-01-01 01:10:24","2021-01-01 01:32:40",203883.8201161869,982175.1477564898,224356.21221165065,993789.0096985319,1.0,26.3,2.0,1.0
"2021-01-01 14:58:03","2021-01-01 15:12:36",213727.4000817298,983137.466109154,224356.21221165065,993789.0096985319,3.0,17.8,1.0,1.0
"2021-01-01 07:37:00","2021-01-01 07:42:00",213727.4000817298,983137.466109154,224356.21221165065,993789.0096985319,"",12.4,"",""
"2021-01-01 00:27:09","2021-01-01 00:33:54",219305.82782555217,993769.0237137815,224356.21221165065,993789.0096985319,1.0,12.8,1.0,1.0
"2021-01-01 00:42:25","2021-01-01 00:46:35",219305.82782555217,993769.0237137815,224356.21221165065,993789.0096985319,1.0,10.56,1.0,1.0
"2021-01-01 11:58:54","2021-01-01 12:06:25",219305.82782555217,993769.0237137815,224356.21221165065,993789.0096985319,1.0,13.56,1.0,1.0
"2021-01-01 12:17:06","2021-01-01 12:19:51",219305.82782555217,993769.0237137815,224356.21221165065,993789.0096985319,6.0,8.76,1.0,1.0
"2021-01-01 12:55:36","2021-01-01 13:02:21",219305.82782555217,993769.0237137815,224356.21221165065,993789.0096985319,1.0,12.36,1.0,1.0
"2021-01-01 13:32:58","2021-01-01 13:37:47",219305.82782555217,993769.0237137815,224356.21221165065,993789.0096985319,1.0,10.55,1.0,1.0
"2021-01-01 13:36:39","2021-01-01 13:43:22",219305.82782555217,993769.0237137815,224356.21221165065,993789.0096985319,1.0,13.56,1.0,1.0
"2021-01-01 13:35:05","2021-01-01 13:40:52",219305.82782555217,993769.0237137815,224356.21221165065,993789.0096985319,1.0,12.36,1.0,1.0
"2021-01-01 14:24:44","2021-01-01 14:32:51",219305.82782555217,993769.0237137815,224356.21221165065,993789.0096985319,1.0,12.96,1.0,1.0
"2021-01-01 15:34:02","2021-01-01 15:40:27",219305.82782555217,993769.0237137815,224356.21221165065,993789.0096985319,6.0,9.8,2.0,1.0
"2021-01-01 14:58:24","2021-01-01 15:01:05",219305.82782555217,993769.0237137815,224356.21221165065,993789.0096985319,1.0,7.8,2.0,1.0
"2021-01-01 15:10:45","2021-01-01 15:17:47",219305.82782555217,993769.0237137815,224356.21221165065,993789.0096985319,1.0,12.25,1.0,1.0
"2021-01-01 16:17:54","2021-01-01 16:21:42",219305.82782555217,993769.0237137815,224356.21221165065,993789.0096985319,2.0,10.56,1.0,1.0
"2021-01-01 16:02:21","2021-01-01 16:16:13",219305.82782555217,993769.0237137815,224356.21221165065,993789.0096985319,1.0,18.96,1.0,1.0
"2021-01-01 16:19:31","2021-01-01 16:26:34",219305.82782555217,993769.0237137815,224356.21221165065,993789.0096985319,1.0,12.96,1.0,1.0
"2021-01-01 20:03:23","2021-01-01 20:08:32",219305.82782555217,993769.0237137815,224356.21221165065,993789.0096985319,1.0,11.8,1.0,1.0
"2021-01-01 20:44:20","2021-01-01 20:47:51",219305.82782555217,993769.0237137815,224356.21221165065,993789.0096985319,1.0,10.35,1.0,1.0
"2021-01-01 00:47:48","2021-01-01 00:55:45",214959.58164229896,991908.5895678961,224356.21221165065,993789.0096985319,1.0,13.56,1.0,1.0
"2021-01-01 00:39:13","2021-01-01 00:47:51",214959.58164229896,991908.5895678961,224356.21221165065,993789.0096985319,2.0,14.3,2.0,1.0
"2021-01-01 10:46:55","2021-01-01 10:54:28",214959.58164229896,991908.5895678961,224356.21221165065,993789.0096985319,1.0,14.8,1.0,1.0
"2021-01-01 11:12:04","2021-01-01 11:14:43",214959.58164229896,991908.5895678961,224356.21221165065,993789.0096985319,1.0,8.3,2.0,1.0
"2021-01-01 12:16:57","2021-01-01 12:23:20",214959.58164229896,991908.5895678961,224356.21221165065,993789.0096985319,1.0,12.35,1.0,1.0
"2021-01-01 10:17:40","2021-01-01 10:23:59",221974.400787808,999064.7250824339,224356.21221165065,993789.0096985319,2.0,11.3,1.0,1.0
"2021-01-01 11:45:25","2021-01-01 11:52:26",221974.400787808,999064.7250824339,224356.21221165065,993789.0096985319,3.0,11.3,2.0,1.0
"2021-01-01 11:09:48","2021-01-01 11:19:18",221974.400787808,999064.7250824339,224356.21221165065,993789.0096985319,1.0,13.3,2.0,1.0
"2021-01-01 13:51:25","2021-01-01 14:07:49",221974.400787808,999064.7250824339,224356.21221165065,993789.0096985319,1.0,19.56,1.0,1.0
"2021-01-01 13:52:17","2021-01-01 14:02:52",221974.400787808,999064.7250824339,224356.21221165065,993789.0096985319,3.0,14.8,1.0,1.0
"2021-01-01 14:55:03","2021-01-01 15:02:35",221974.400787808,999064.7250824339,224356.21221165065,993789.0096985319,3.0,10.8,2.0,1.0
"2021-01-01 14:24:46","2021-01-01 14:30:32",221974.400787808,999064.7250824339,224356.21221165065,993789.0096985319,1.0,11.16,1.0,1.0
"2021-01-01 16:20:18","2021-01-01 16:28:55",221974.400787808,999064.7250824339,224356.21221165065,993789.0096985319,1.0,17.25,1.0,1.0
"2021-01-01 00:22:35","2021-01-01 00:40:03",204368.5018753222,988147.6579909977,224356.21221165065,993789.0096985319,4.0,21.8,1.0,1.0
"2021-01-01 17:03:00","2021-01-01 17:26:30",204368.5018753222,988147.6579909977,224356.21221165065,993789.0096985319,1.0,26.8,1.0,1.0
"2021-01-01 12:32:22","2021-01-01 12:36:32",215447.5272239114,990428.525989642,224356.21221165065,993789.0096985319,1.0,9.95,1.0,1.0
"2021-01-01 12:49:44","2021-01-01 12:51:58",215447.5272239114,990428.525989642,224356.21221165065,993789.0096985319,1.0,7.3,1.0,1.0
